repo,osv_total,in_graph,explicit_direct,implicit_direct,transitive,true_transitive,transitive_density_strict_pct,unique_findings,unique_called,unique_imported,unique_required,deps_explicit_direct,deps_implicit_direct,deps_transitive,max_depth,total_modules_in_graph,avg_vuln_age_days,median_vuln_age_days,pct_over_90_days,pct_over_365_days,avg_inertia_tags,max_inertia_tags,tags_total
dragonflyoss/dragonfly,317,174,96,65,13,78,44.83,13,0,0,13,78,141,795,2,1743,728,645,84.5,69.0,98,317,317
drakkan/sftpgo,261,118,90,20,8,28,23.73,19,8,2,9,66,104,736,2,951,727,692,75.4,63.6,11,37,54
DrDonk/unlocker,157,3,3,0,0,0,0.00,1,0,1,0,5,0,0,1,7,944,1413,66.7,66.7,5,7,14
drk1wi/Modlishka,191,48,42,5,1,6,12.50,7,0,0,7,6,11,23,2,42,1012,1267,83.3,77.1,1,1,3
dromara/carbon,155,0,0,0,0,0,0.00,0,0,0,0,1,3,2,2,8,,,,,,,125
dtm-labs/dtm,253,110,16,94,0,94,85.45,37,7,10,20,30,136,863,2,3771,877,903,76.4,70.9,18,83,83
duke-git/lancet,159,5,3,0,2,2,40.00,0,0,0,0,2,0,7,2,11,1514,1413,100.0,100.0,69,100,100
dundee/gdu,195,52,10,41,1,42,80.77,7,0,0,7,16,28,68,2,145,931,1197,82.7,73.1,22,60,99
dunglas/mercure,165,22,6,16,0,16,72.73,0,0,0,0,20,32,91,2,146,979,1184,86.4,86.4,133,183,236
dunglas/vulcain,221,78,74,3,1,4,5.13,19,1,0,18,11,18,38,2,69,838,960,73.1,65.4,2,2,2
dustin/go-humanize,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,2
easegress-io/easegress,284,141,114,27,0,27,19.15,37,13,10,14,101,271,1054,2,1992,865,808,80.1,70.2,20,48,48
eclipse-paho/paho.mqtt.golang,186,43,40,0,3,3,6.98,7,0,0,7,3,0,5,2,10,895,1197,81.4,72.1,3,8,18
Ed1s0nZ/CyberStrikeAI,226,83,49,34,0,34,40.96,31,0,0,31,30,55,175,2,312,801,892,69.9,62.7,1,1,1
eddycjy/go-gin-example,205,62,8,8,46,54,87.10,43,5,4,34,14,15,46,2,111,1021,1249,82.3,77.4,0,0,0
edoardottt/cariddi,196,53,0,52,1,53,100.00,8,6,1,1,3,28,152,2,254,968,1231,81.1,75.5,12,27,27
eksctl-io/eksctl,287,144,59,85,0,85,59.03,24,4,15,5,83,365,1081,2,1771,882,885,81.9,73.6,290,742,952
elastic/go-elasticsearch,155,1,0,0,1,1,100.00,0,0,0,0,2,5,22,2,32,1413,1413,100.0,100.0,53,53,91
elazarl/goproxy,188,45,39,3,3,6,13.33,9,0,2,7,3,4,10,2,19,942,1197,82.2,75.6,1,1,1
elves/elvish,158,4,4,0,0,0,0.00,1,0,1,0,8,0,11,2,21,721,733,50.0,50.0,8,15,85
emicklei/go-restful,156,1,0,0,1,1,100.00,0,0,0,0,0,0,0,1,2,1382,1382,100.0,100.0,11,11,72
emitter-io/emitter,232,89,33,56,0,56,62.92,32,3,1,28,20,40,109,2,306,878,1030,75.3,67.4,1,2,6
encoredev/encore,282,139,88,51,0,51,36.69,33,9,4,20,85,147,738,2,2600,738,646,78.4,69.1,107,217,218
EndlessCheng/codeforces-go,155,11,10,1,0,1,9.09,0,0,0,0,7,14,15,2,40,1060,1267,90.9,90.9,0,0,3
entireio/cli,229,86,33,53,0,53,61.63,6,0,5,1,30,102,295,2,444,806,877,74.4,62.8,55,73,73
ent/ent,162,19,1,7,11,18,94.74,1,0,1,0,16,33,62,2,196,1191,1375,89.5,89.5,19,30,57
ergo-services/ergo,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,26
ergochat/ergo,193,50,33,7,10,17,34.00,14,0,1,13,21,27,69,2,128,836,926,70.0,64.0,12,31,78
erigontech/erigon,229,86,86,0,0,0,0.00,0,0,0,0,116,327,836,2,1551,798,916,73.3,64.0,94,253,421
esm-dev/esm.sh,193,50,39,4,7,11,22.00,7,0,0,7,9,5,21,2,37,780,873,82.0,62.0,31,106,112
esrrhs/pingtunnel,223,80,70,10,0,10,12.50,21,0,1,20,4,14,40,2,125,737,784,72.5,61.3,1,1,1
etcd-io/bbolt,159,16,3,1,12,13,81.25,0,0,0,0,6,8,59,2,77,996,1311,81.3,81.3,12,15,35
ethereum-optimism/optimism,186,43,30,13,0,13,30.23,14,0,0,14,64,205,700,2,1380,733,695,65.1,58.1,1297,3948,3974
ethereum/go-ethereum,261,118,51,48,19,67,56.78,23,2,3,18,79,78,303,2,576,820,785,79.7,66.9,41,91,274
evanw/esbuild,155,1,1,0,0,0,0.00,0,0,0,0,1,0,0,1,3,1413,1413,100.0,100.0,1,1,1
evcc-io/evcc,253,110,89,21,0,21,19.09,20,6,1,13,115,132,577,2,1247,747,614,75.5,60.9,124,287,339
everywall/ladder,197,54,10,43,1,44,81.48,8,0,6,2,5,14,29,2,113,848,960,83.3,72.2,14,24,24
evilmartians/lefthook,166,22,0,12,10,22,100.00,2,0,2,0,32,32,78,2,145,1079,1340,86.4,77.3,127,184,217
evrone/go-clean-template,239,96,48,48,0,48,50.00,19,0,1,18,22,398,922,2,2844,757,785,74.0,64.6,1,1,1
expr-lang/expr,157,2,0,0,2,2,100.00,0,0,0,0,0,0,0,1,2,297,297,100.0,50.0,4,7,102
external-secrets/external-secrets,259,116,5,108,3,111,95.69,21,1,9,11,77,340,1151,2,2273,829,809,79.3,69.8,118,260,260
eyebluecn/tank,196,53,32,11,10,21,39.62,23,1,2,20,8,19,50,2,83,733,702,66.0,58.5,1,1,1
fabiolb/fabio,237,94,51,42,1,43,45.74,14,1,0,13,23,63,411,2,640,728,653,73.4,62.8,7,14,74
FairwindsOps/goldilocks,198,55,4,50,1,51,92.73,8,2,1,5,14,47,199,2,291,987,1231,83.6,78.2,34,61,92
FairwindsOps/polaris,200,57,6,50,1,51,89.47,8,2,1,5,17,61,220,2,303,972,1231,84.2,77.2,1,1,1
fatedier/frp,246,103,90,13,0,13,12.62,24,8,11,5,34,38,149,2,294,866,938,77.7,68.0,24,50,113
fatih/color,157,3,3,0,0,0,0.00,1,0,1,0,3,0,3,2,8,944,1413,66.7,66.7,1,1,1
FerretDB/FerretDB,235,92,52,40,0,40,43.48,28,4,6,18,25,34,185,2,273,761,785,68.5,60.9,31,79,79
ffuf/ffuf,186,42,0,42,0,42,100.00,16,9,2,5,5,4,5,2,26,868,1114,78.6,71.4,2,9,27
filebrowser/filebrowser,261,118,46,50,22,72,61.02,21,0,6,15,28,47,107,2,434,685,428,72.9,51.7,55,107,194
FiloSottile/age,188,45,34,0,11,11,24.44,15,1,10,4,8,1,19,2,31,701,533,66.7,57.8,3,10,18
Finb/bark-server,203,60,49,10,1,11,18.33,6,1,0,5,11,25,85,2,134,841,954,83.3,71.7,1,1,1
fish2018/pansou,225,82,44,38,0,38,46.34,28,0,0,28,7,27,50,2,128,814,926,72.0,64.6,7,11,11
fission/fission,266,123,63,60,0,60,48.78,15,0,13,2,48,183,891,2,1367,766,738,76.4,65.0,15,44,108
flannel-io/flannel,204,61,7,53,1,54,88.52,7,2,0,5,26,103,373,2,607,944,1197,82.0,75.4,33,67,100
fleetdm/fleet,309,166,127,22,17,39,23.49,23,3,19,1,183,187,1280,2,1819,736,692,76.5,62.0,243,532,577
flexprice/flexprice,155,12,1,11,0,11,91.67,0,0,0,0,62,141,436,2,775,1090,1311,91.7,91.7,70,76,76
flike/kingshard,158,4,3,0,1,1,25.00,1,0,0,1,4,2,14,2,83,1630,1642,100.0,100.0,0,0,8
flipt-io/flipt,295,152,131,21,0,21,13.82,2,2,0,0,102,235,976,2,1446,718,646,80.3,69.7,90,214,254
flosch/pongo2,158,3,3,0,0,0,0.00,0,0,0,0,1,0,5,2,8,1630,1695,100.0,100.0,3,4,12
fluxcd/flagger,237,94,15,79,0,79,84.04,23,2,1,20,30,69,580,2,683,847,916,75.5,69.1,14,42,108
fluxcd/flux2,268,125,55,70,0,70,56.00,20,8,12,0,58,205,593,2,987,850,939,79.2,71.2,37,122,209
flyteorg/flyte,258,115,32,83,0,83,72.17,24,4,0,20,81,140,940,2,1190,793,785,74.8,67.8,398,814,830
fnproject/fn,155,12,11,1,0,1,8.33,0,0,0,0,27,66,256,2,1041,1090,1311,91.7,91.7,1,1,1
fortio/fortio,201,58,42,15,1,16,27.59,11,4,2,5,16,15,76,2,109,871,1030,77.6,72.4,1,1,1
foxcpp/maddy,234,91,75,12,4,16,17.58,32,0,0,32,55,105,410,2,1421,812,785,74.7,67.0,1,1,1
fsnotify/fsnotify,157,3,3,0,0,0,0.00,1,0,1,0,1,0,1,2,4,944,1413,66.7,66.7,4,6,44
fullstorydev/grpcurl,198,55,5,49,1,50,90.91,8,0,3,5,4,19,105,2,131,876,960,80.0,74.5,4,13,27
future-architect/vuls,221,78,7,71,0,71,91.03,21,0,0,21,54,315,1320,2,1765,757,761,69.2,60.3,37,86,153
fyne-io/fyne,155,12,1,10,1,11,91.67,0,0,0,0,38,15,49,2,143,1090,1311,91.7,91.7,62,81,139
g3n/engine,155,0,0,0,0,0,0.00,0,0,0,0,4,0,2,2,9,,,,,,,2
gardener/gardener,302,159,81,76,2,78,49.06,8,3,5,0,89,244,1344,2,2052,783,646,80.5,70.4,284,627,826
garethgeorge/backrest,231,88,75,13,0,13,14.77,27,7,7,13,32,28,143,2,205,769,800,70.5,63.6,33,60,60
gastownhall/beads,213,70,8,62,0,62,88.57,7,5,2,0,34,220,713,2,1958,963,1214,82.9,71.4,90,117,117
gastownhall/gastown,203,60,10,50,0,50,83.33,8,0,8,0,30,95,333,2,466,864,995,80.0,68.3,18,24,24
gdamore/tcell,158,4,4,0,0,0,0.00,0,0,0,0,7,0,6,2,45,1576,1554,100.0,100.0,51,63,76
gdy666/lucky,230,87,47,40,0,40,45.98,42,0,0,42,11,28,79,2,156,875,1009,74.7,66.7,1,1,1
Gentleman-Programming/engram,196,53,14,39,0,39,73.58,17,0,4,13,8,52,97,2,163,782,785,66.0,60.4,1,1,1
Gentleman-Programming/gentle-ai,160,6,0,6,0,6,100.00,1,0,1,0,4,20,37,2,63,1287,1413,83.3,83.3,1,1,1
getfider/fider,237,94,79,15,0,15,15.96,26,0,0,26,24,216,349,2,673,800,853,73.4,67.0,11,20,40
getgauge/gauge,194,51,5,45,1,46,90.20,7,0,2,5,19,14,59,2,99,911,1171,80.4,74.5,28,50,110
getkin/kin-openapi,160,6,0,4,2,6,100.00,0,0,0,0,9,8,17,2,36,1351,1394,100.0,100.0,1,1,1
getsops/sops,243,100,82,18,0,18,18.00,0,0,0,0,43,107,491,2,757,737,698,76.0,63.0,10,19,47
ghuntley/how-to-build-a-coding-agent,163,20,0,8,12,20,100.00,1,0,0,1,2,10,52,2,66,1238,1379,90.0,90.0,0,0,0
gin-gonic/examples,223,80,32,48,0,48,60.00,21,1,7,13,10,30,71,2,122,828,960,72.5,65.0,0,0,0
gin-gonic/gin,229,86,48,35,3,38,44.19,21,0,3,18,15,20,65,2,109,799,835,74.4,64.0,4,14,38
git-bug/git-bug,242,99,85,14,0,14,14.14,24,15,7,2,36,77,157,2,313,753,785,74.7,62.6,3,5,14
git-lfs/git-lfs,191,48,42,4,2,6,12.50,8,2,1,5,21,17,22,2,78,906,1197,81.3,72.9,7,19,108
github/gh-aw,195,52,35,17,0,17,32.69,0,0,0,0,24,86,324,2,437,723,533,65.4,57.7,249,380,380
github/gh-ost,162,19,3,5,11,16,84.21,2,0,0,2,13,62,123,2,260,1060,1325,89.5,84.2,5,10,56
github/git-sizer,157,2,0,1,1,2,100.00,0,0,0,0,4,6,5,2,24,1010,1010,100.0,100.0,0,0,6
github/github-mcp-server,199,56,9,46,1,47,83.93,10,0,8,2,16,23,42,2,116,851,995,78.6,66.1,49,67,67
gitleaks/gitleaks,193,50,0,40,10,50,100.00,19,1,2,16,16,58,186,2,497,795,839,70.0,60.0,37,111,191
glanceapp/glance,222,79,37,42,0,42,53.16,26,7,1,18,7,17,41,2,130,834,960,72.2,64.6,20,33,33
glasskube/glasskube,207,64,6,57,1,58,90.63,13,3,9,1,27,69,235,2,361,1022,1288,82.8,78.1,35,51,51
go-acme/lego,245,102,86,16,0,16,15.69,0,0,0,0,97,118,498,2,2599,822,809,76.5,67.6,38,71,115
go-chi/chi,157,2,0,0,2,2,100.00,0,0,0,0,0,0,1,2,3,219,219,100.0,0.0,1,1,1
go-co-op/gocron,155,0,0,0,0,0,0.00,0,0,0,0,5,5,9,2,23,,,,,,,1
go-delve/delve,157,3,3,0,0,0,0.00,1,0,1,0,15,7,27,2,52,944,1413,66.7,66.7,14,21,59
go-echarts/go-echarts,155,0,0,0,0,0,0.00,0,0,0,0,1,5,5,2,14,,,,,,,42
go-gitea/gitea,270,127,111,16,0,16,12.60,0,0,0,0,116,163,583,2,1050,762,702,77.2,63.0,50,131,251
go-git/go-git,219,76,71,5,0,5,6.58,0,0,0,0,17,6,30,2,60,749,785,71.1,60.5,19,37,94
go-gorm/gorm,158,3,3,0,0,0,0.00,0,0,0,0,3,2,4,2,11,1630,1695,100.0,100.0,44,56,117
go-gost/gost,250,107,0,107,0,107,100.00,21,0,0,21,5,157,404,2,665,841,938,78.5,65.4,1,1,1
go-ini/ini,155,0,0,0,0,0,0.00,0,0,0,0,1,0,4,2,16,,,,,,,1
go-jet/jet,157,3,0,2,1,3,100.00,0,0,0,0,6,7,11,2,32,963,1375,100.0,66.7,1,1,1
go-kratos/kratos,196,53,7,45,1,46,86.79,6,0,1,5,11,7,55,2,79,937,1197,81.1,75.5,14,48,73
go-macaron/macaron,184,41,29,0,12,12,29.27,16,0,0,16,5,4,34,2,46,737,695,65.9,58.5,1,1,1
go-mysql-org/go-mysql,160,5,1,4,0,4,80.00,0,0,0,0,10,12,40,2,71,1273,1375,100.0,80.0,10,16,19
go-pay/gopay,183,40,29,0,11,11,27.50,13,0,0,13,7,0,6,2,15,708,614,65.0,57.5,1,1,1
go-playground/validator,188,45,32,3,10,13,28.89,0,0,0,0,7,1,12,2,22,770,785,66.7,60.0,16,39,184
go-redsync/redsync,160,16,3,3,10,13,81.25,1,0,0,1,12,5,51,2,86,898,1079,87.5,87.5,11,20,49
go-resty/resty,184,41,39,0,2,2,4.88,9,0,0,9,1,0,5,2,8,889,1197,80.5,73.2,26,42,88
go-rod/rod,155,0,0,0,0,0,0.00,0,0,0,0,6,1,3,2,19,,,,,,,367
go-shiori/shiori,266,123,77,45,1,46,37.40,34,17,7,10,35,98,229,2,446,715,645,76.4,67.5,11,29,32
go-sql-driver/mysql,156,1,1,0,0,0,0.00,0,0,0,0,1,0,1,2,4,100,100,100.0,0.0,1,1,27
go-swagger/go-swagger,224,81,6,75,0,75,92.59,0,0,0,0,31,34,85,2,156,827,960,72.8,63.0,8,16,69
go-task/task,241,98,6,92,0,92,93.88,19,1,0,18,29,98,519,2,652,785,785,75.5,66.3,1,1,1
go-vgo/robotgo,164,10,0,10,0,10,100.00,3,0,0,3,9,14,43,2,69,693,866,60.0,60.0,9,18,74
go-vikunja/vikunja,269,126,91,11,24,35,27.78,25,7,1,17,70,111,268,2,721,607,359,64.3,50.0,15,40,59
goadesign/goa,199,56,12,42,2,44,78.57,0,0,0,0,14,17,55,2,88,928,1184,82.1,73.2,52,106,156
gobuffalo/buffalo,194,51,5,45,1,46,90.20,8,5,1,2,18,23,38,2,92,980,1267,82.4,76.5,7,32,167
gobwas/ws,155,1,0,1,0,1,100.00,0,0,0,0,2,1,0,1,5,1413,1413,100.0,100.0,6,6,19
goccy/go-json,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,1
gocolly/colly,191,48,40,6,2,8,16.67,8,7,0,1,12,7,22,2,116,943,1197,81.3,75.0,1,2,8
gofiber/fiber,222,79,73,3,3,6,7.59,0,0,0,0,14,8,26,2,50,758,785,72.2,59.5,26,79,143
gofiber/recipes,155,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,3,,,,,,,0
gofireflyio/aiac,157,3,0,3,0,3,100.00,1,0,1,0,12,21,33,2,499,944,1413,66.7,66.7,13,19,19
gofr-dev/gofr,240,97,23,74,0,74,76.29,6,0,1,5,46,58,445,2,1085,789,785,76.3,67.0,122,196,196
gogf/gf,192,49,45,3,1,4,8.16,11,1,1,9,15,12,32,2,62,941,1231,81.6,73.5,943,1579,1683
gogs/gogs,291,148,87,15,46,61,41.22,24,12,4,8,59,90,328,2,694,684,645,77.7,62.2,1,1,1
gohugoio/hugo,235,92,55,35,2,37,40.22,13,0,0,13,80,105,528,2,1141,794,800,72.8,66.3,101,223,374
gokcehan/lf,160,6,3,3,0,3,50.00,0,0,0,0,6,4,8,2,50,1287,1413,83.3,83.3,13,19,41
golang-jwt/jwt,156,1,0,0,1,1,100.00,0,0,0,0,0,0,1,2,3,428,428,100.0,100.0,3,3,37
golang-migrate/migrate,279,136,42,94,0,94,69.12,30,6,9,15,36,172,563,2,2293,730,646,78.7,70.6,6,17,69
golangci/golangci-lint,167,24,6,7,11,18,75.00,0,0,0,0,144,79,366,2,1024,1038,1296,91.7,79.2,68,108,202
golang/crypto,217,74,42,3,29,32,43.24,6,1,0,5,3,1,6,2,12,784,839,70.3,62.2,28,52,52
golang/oauth2,156,1,0,0,1,1,100.00,0,0,0,0,1,0,1,2,4,457,457,100.0,100.0,1,1,1
golang/tools,186,43,39,3,1,4,9.30,6,5,0,1,6,1,5,2,14,881,1197,79.1,72.1,108,228,312
gomods/athens,243,100,6,94,0,94,94.00,22,1,1,20,46,143,1081,2,1739,772,743,76.0,67.0,10,19,36
gonum/gonum,165,21,0,11,10,21,100.00,0,0,0,0,3,15,33,2,85,983,1197,81.0,81.0,5,10,19
goodrain/rainbond,155,12,12,0,0,0,0.00,0,0,0,0,100,188,1188,2,3226,1090,1311,91.7,91.7,1,1,1
goodwithtech/dockle,210,67,1,56,10,66,98.51,9,4,2,3,9,86,317,2,522,846,699,92.5,85.1,4,23,78
googleapis/google-api-go-client,226,83,48,35,0,35,42.17,13,0,0,13,18,11,111,2,219,783,814,72.3,65.1,109,240,291
googleapis/google-cloud-go,227,84,7,77,0,77,91.67,19,1,0,18,12,37,335,2,386,774,800,72.6,64.3,3576,7141,7360
googleapis/mcp-toolbox,248,105,20,85,0,85,80.95,20,0,0,20,71,199,767,2,1198,705,533,73.3,62.9,27,42,42
GoogleCloudPlatform/golang-samples,233,90,6,84,0,84,93.33,19,1,0,18,15,46,372,2,4121,794,809,73.3,65.6,0,0,0
GoogleCloudPlatform/kubectl-ai,258,115,4,111,0,111,96.52,37,11,10,16,19,119,324,2,655,841,785,78.3,70.4,1,1,1
GoogleContainerTools/skaffold,341,198,113,85,0,85,42.93,22,11,11,0,98,234,1672,2,2164,733,645,83.8,70.2,38,129,211
googleforgames/open-match,238,95,50,45,0,45,47.37,35,3,2,30,29,74,507,2,1151,872,960,75.8,68.4,5,14,41
google/adk-go,237,94,14,80,0,80,85.11,20,2,0,18,35,56,432,2,527,742,743,69.1,61.7,8,11,11
google/cadvisor,198,55,9,45,1,46,83.64,8,0,3,5,29,42,146,2,248,932,1197,81.8,74.5,1,1,1
google/go-cloud,236,93,78,15,0,15,16.13,23,2,1,20,65,60,487,2,1085,764,785,74.2,65.6,69,158,228
google/go-cmp,155,0,0,0,0,0,0.00,0,0,0,0,0,0,1,2,3,,,,,,,18
google/go-containerregistry,163,19,3,6,10,16,84.21,0,0,0,0,12,25,65,2,104,873,960,84.2,78.9,20,31,49
google/go-github,155,0,0,0,0,0,0.00,0,0,0,0,2,0,3,2,7,,,,,,,150
google/gops,157,3,3,0,0,0,0.00,1,0,1,0,5,9,15,2,37,944,1413,66.7,66.7,1,1,1
google/mtail,164,20,5,5,10,15,75.00,3,1,1,1,9,14,200,2,512,933,1066,85.0,85.0,12,18,94
google/osv-scanner,297,154,22,132,0,132,85.71,21,7,14,0,31,176,548,2,842,742,646,78.6,67.5,31,62,62
google/pprof,155,1,0,1,0,1,100.00,0,0,0,0,2,1,5,2,11,1413,1413,100.0,100.0,0,0,0
google/syzkaller,155,12,1,11,0,11,91.67,0,0,0,0,40,300,1171,2,1659,1090,1311,91.7,91.7,0,0,0
google/trillian,194,51,8,43,0,43,84.31,6,0,0,6,42,165,929,2,1371,911,1171,80.4,74.5,6,13,52
gopasspw/gopass,230,87,73,14,0,14,16.09,21,1,9,11,43,51,117,2,254,767,785,74.7,60.9,16,43,101
GopeedLab/gopeed,247,104,13,91,0,91,87.50,35,20,14,1,23,129,485,2,1035,721,537,76.0,58.7,27,61,62
gopherjs/gopherjs,158,14,4,0,10,10,71.43,1,0,0,1,14,2,10,2,34,946,1232,85.7,78.6,10,15,38
goplus/xgo,186,43,39,3,1,4,9.30,9,5,1,3,8,2,9,2,22,881,1197,79.1,72.1,37,108,168
goravel/goravel,247,104,3,101,0,101,97.12,27,3,6,18,5,140,257,2,468,745,739,73.1,61.5,32,82,82
goreleaser/goreleaser,279,136,37,99,0,99,72.79,6,1,0,5,57,315,1422,2,1931,717,646,78.7,61.8,1,1,1
gorse-io/gorse,261,118,26,92,0,92,77.97,28,5,5,18,92,172,974,2,1534,774,743,76.3,64.4,18,49,49
gosom/google-maps-scraper,248,105,36,69,0,69,65.71,20,13,4,3,38,266,655,2,1061,806,805,76.2,64.8,42,72,72
gotenberg/gotenberg,203,60,45,12,3,15,25.00,7,0,0,7,31,104,228,2,381,823,950,75.0,68.3,45,98,132
gotify/server,244,101,35,64,2,66,65.35,25,2,5,18,21,55,150,2,236,767,783,75.2,64.4,12,30,69
gptscript-ai/gptscript,249,106,18,88,0,88,83.02,25,16,7,2,38,112,316,2,752,791,821,76.4,65.1,32,60,60
grafana/alloy,161,18,17,0,1,1,5.56,1,0,0,1,320,765,3184,2,4888,1028,1232,88.9,88.9,158,186,186
grafana/k6,234,91,85,6,0,6,6.59,20,6,1,13,61,32,148,2,422,808,892,72.5,63.7,29,59,120
grafana/mcp-grafana,216,73,8,64,1,65,89.04,7,1,1,5,32,132,548,2,756,928,960,84.9,76.7,41,52,52
grafana/mimir,259,116,81,35,0,35,30.17,13,0,0,13,97,232,1135,2,2274,855,916,75.9,68.1,198,418,463
grafana/pyroscope,259,116,61,55,0,55,47.41,19,6,0,13,101,244,990,2,1582,833,809,75.0,66.4,435,1096,1115
grafana/tempo,265,122,59,63,0,63,51.64,0,0,0,0,110,327,1086,2,1752,848,809,76.2,68.0,35,73,78
graph-gophers/graphql-go,156,1,0,0,1,1,100.00,0,0,0,0,3,5,15,2,27,1413,1413,100.0,100.0,10,10,15
graphql-go/graphql,156,1,0,0,1,1,100.00,0,0,0,0,0,0,0,1,2,1374,1374,100.0,100.0,1,1,15
gravitational/teleport,161,18,12,0,6,6,33.33,0,0,0,0,275,330,1706,2,2490,916,873,94.4,83.3,3808,5741,6721
gravitl/netmaker,239,96,36,50,10,60,62.50,24,0,0,24,45,65,235,2,431,735,645,70.8,62.5,23,87,89
grpc-ecosystem/go-grpc-middleware,195,52,44,7,1,8,15.38,9,1,3,5,7,13,72,2,101,920,1184,80.8,75.0,14,27,37
grpc-ecosystem/grpc-gateway,196,53,8,44,1,45,84.91,6,1,0,5,14,31,148,2,197,887,1030,81.1,71.7,26,55,124
grpc/grpc-go,200,57,47,6,4,10,17.54,7,0,2,5,22,12,117,2,153,855,960,80.7,73.7,75,153,253
gruntwork-io/cloud-nuke,234,91,9,82,0,82,90.11,21,2,1,18,78,74,509,2,701,787,804,73.6,64.8,32,97,130
gruntwork-io/terragrunt,270,127,27,100,0,100,78.74,21,6,13,2,86,208,900,2,1787,826,804,78.7,68.5,339,654,944
gruntwork-io/terratest,261,118,49,69,0,69,58.47,23,12,10,1,93,140,627,2,959,845,810,76.3,67.8,49,157,425
guptarohit/asciigraph,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,23
gwuhaolin/livego,164,20,3,0,17,17,85.00,6,1,3,2,10,2,57,2,158,1255,1382,95.0,90.0,1,1,14
hacdias/webdav,221,78,72,6,0,6,7.69,19,0,0,19,12,15,36,2,66,774,785,71.8,61.5,1,1,1
Hackl0us/GeoIP2-CN,158,4,1,0,3,3,75.00,3,0,2,1,3,0,10,2,21,749,789,75.0,50.0,0,0,0
hairyhenderson/gomplate,256,113,38,75,0,75,66.37,8,1,0,7,38,145,701,2,1026,775,785,76.1,65.5,11,24,77
hajimehoshi/ebiten,167,23,13,0,10,10,43.48,0,0,0,0,19,5,38,2,65,959,1197,78.3,78.3,101,224,358
harvester/harvester,405,262,139,123,0,123,46.95,66,0,0,66,80,223,1730,2,2340,726,645,88.5,77.5,89,166,172
hashicorp/boundary,255,112,89,20,3,23,20.54,20,2,10,8,97,115,817,2,1174,770,744,75.0,66.1,63,176,201
hashicorp/consul-template,230,87,9,77,1,78,89.66,21,2,1,18,28,33,134,2,314,824,892,73.6,64.4,1,1,1
hashicorp/consul,289,146,99,15,32,47,32.19,20,1,13,6,111,160,842,2,1773,788,646,81.5,74.0,216,454,609
hashicorp/go-memdb,155,0,0,0,0,0,0.00,0,0,0,0,1,1,3,2,7,,,,,,,16
hashicorp/go-plugin,195,52,6,45,1,46,88.46,11,1,3,7,7,8,53,2,77,902,1101,80.8,75.0,9,19,28
hashicorp/golang-lru,155,0,0,0,0,0,0.00,0,0,0,0,0,0,0,1,2,,,,,,,21
hashicorp/hcl,160,16,0,6,10,16,100.00,1,0,1,0,11,4,14,2,31,1123,1340,87.5,87.5,18,32,50
hashicorp/memberlist,158,15,3,11,1,12,80.00,0,0,0,0,8,12,74,2,217,1246,1396,93.3,93.3,6,11,23
hashicorp/nomad,307,164,73,59,32,91,55.49,2,0,0,2,131,208,1035,2,1607,787,647,82.3,73.8,93,225,381
hashicorp/packer,284,141,63,78,0,78,55.32,22,8,12,2,47,341,1086,2,2148,787,748,80.1,66.7,1,1,1
hashicorp/raft,155,11,0,1,10,11,100.00,0,0,0,0,4,11,47,2,187,1060,1267,90.9,90.9,7,10,30
hashicorp/serf,218,75,0,75,0,75,100.00,29,0,1,28,10,31,79,2,252,802,892,70.7,62.7,2,7,35
hashicorp/terraform-provider-aws,228,85,32,53,0,53,62.35,0,0,0,0,319,66,221,2,646,768,785,72.9,63.5,125,308,500
hashicorp/terraform-provider-azurerm,234,91,36,55,0,55,60.44,0,0,0,0,49,56,266,2,442,766,785,74.7,64.8,104,261,392
hashicorp/terraform,260,117,91,24,2,26,22.22,0,0,0,0,80,223,804,2,1422,810,785,76.9,67.5,119,263,450
hashicorp/vault,338,195,109,35,51,86,44.10,2,0,0,2,214,339,1373,2,2283,772,685,85.6,72.3,126,337,480
hatchet-dev/hatchet,287,144,88,56,0,56,38.89,26,10,5,11,93,167,494,2,787,757,695,79.2,69.4,732,1080,1080
helmfile/helmfile,299,156,21,135,0,135,86.54,19,2,8,9,40,303,1155,2,1637,835,785,84.0,71.8,49,101,382
helm/chartmuseum,274,131,18,113,0,113,86.26,23,2,6,15,14,164,675,2,1311,849,814,82.4,73.3,4,9,42
helm/helm,251,108,38,70,0,70,64.81,0,0,0,0,47,125,386,2,655,824,916,75.9,66.7,54,109,253
henrygd/beszel,230,87,34,52,1,53,60.92,23,14,3,6,20,39,95,2,168,770,785,70.1,63.2,44,73,73
heroiclabs/nakama,232,89,44,45,0,45,50.56,19,0,1,18,32,39,157,2,306,794,805,71.9,65.2,1,1,1
hibiken/asynq,162,8,8,0,0,0,0.00,1,0,1,0,9,2,18,2,31,763,621,87.5,87.5,3,5,54
httprunner/httprunner,245,102,50,52,0,52,50.98,34,0,0,34,40,106,394,2,697,854,915,76.5,66.7,9,47,112
hybridgroup/gobot,155,12,11,1,0,1,8.33,0,0,0,0,20,23,61,2,114,1090,1311,91.7,91.7,1,1,1
